stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
232,May - M052001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13.6,33.4,NA,125,NA,NA,########
232,September - M092001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,10,25.2,NA,93,NA,NA,########
232,October - M102001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,17.2,25.1,NA,151,NA,NA,########
232,November - M112001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,16,24.8,NA,164,NA,NA,########
232,December - M122001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,7.2,28.1,NA,181,NA,NA,########
233,January - M012001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13,17.7,NA,101,NA,NA,########
233,February - M022001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12.6,20.3,NA,157,NA,NA,########
233,March - M032001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13.1,19.6,NA,92,NA,NA,########
233,April - M042001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13.8,19.9,NA,82,NA,NA,########
233,May - M052001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,15.7,23.2,NA,85,NA,NA,########
233,June - M062001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12.8,23.9,NA,99,NA,NA,########
233,July - M072001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13.3,21.3,NA,97,NA,NA,########
233,August - M082001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12,22.1,NA,109,NA,NA,########
233,September - M092001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,17.7,19.3,NA,118,NA,NA,########
233,October - M102001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,15.1,21.7,NA,111,NA,NA,########
233,November - M112001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13.3,25.1,NA,114,NA,NA,########
233,December - M122001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,5.9,28.1,NA,112,NA,NA,########
234,January - M012001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,17.6,23.1,NA,90,NA,NA,########
234,February - M022001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12.9,19.7,NA,95,NA,NA,########
234,March - M032001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12,14.3,NA,95,NA,NA,########
234,April - M042001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,11,16.3,NA,112,NA,NA,########
234,May - M052001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13,18.6,NA,81,NA,NA,########
234,June - M062001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,10.3,16.6,NA,118,NA,NA,########
234,July - M072001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,14.2,20.3,NA,115,NA,NA,########
234,August - M082001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12.1,17.9,NA,111,NA,NA,########
234,September - M092001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,14,13.4,NA,114,NA,NA,########
234,October - M102001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,18.8,21.8,NA,118,NA,NA,########
234,November - M112001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,16.5,22.1,NA,104,NA,NA,########
234,December - M122001,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,7,24.4,NA,125,NA,NA,########
95,January - M012002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2,51.2,NA,130,NA,NA,########
95,February - M022002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2.3,65.5,NA,192,NA,NA,########
95,March - M032002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.6,39.6,NA,241,NA,NA,########
95,April - M042002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,8.8,26.2,NA,173,NA,NA,########
95,May - M052002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,6.4,24.5,NA,248,NA,NA,########
95,June - M062002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,7.1,18,NA,161,NA,NA,########
95,July - M072002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.8,8.8,NA,157,NA,NA,########
95,August - M082002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,8.6,17.8,NA,148,NA,NA,########
95,September - M092002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,7.9,35.3,NA,160,NA,NA,########
95,October - M102002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.5,42.3,NA,151,NA,NA,########
95,November - M112002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,7.6,52.5,NA,178,NA,NA,########
95,December - M122002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,8.1,47.4,NA,230,NA,NA,########
150,January - M012002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.9,15.5,NA,101,NA,NA,########
150,February - M022002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.4,13.6,NA,72,NA,NA,########
150,March - M032002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.2,14.4,NA,97,NA,NA,########
150,April - M042002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.4,15.9,NA,80,NA,NA,########
150,May - M052002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.7,20.2,NA,95,NA,NA,########
150,June - M062002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,17.8,NA,66,NA,NA,########
150,July - M072002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.1,24.8,NA,87,NA,NA,########
150,August - M082002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.1,21.7,NA,51,NA,NA,########
150,September - M092002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.9,28.3,NA,86,NA,NA,########
150,October - M102002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.9,20.6,NA,88,NA,NA,########
150,November - M112002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",28.6,21.1,NA,113,NA,NA,########
150,December - M122002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.9,22.7,NA,125,NA,NA,########
151,January - M012002,Andhra Pradesh,Hyderabad,NA,Industrial Area,12.6,13.4,NA,78,NA,NA,########
151,February - M022002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.1,12,NA,74,NA,NA,########
151,March - M032002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8,15.5,NA,90,NA,NA,########
151,April - M042002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8,9.6,NA,89,NA,NA,########
151,May - M052002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.2,12.5,NA,72,NA,NA,########
151,June - M062002,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.1,11.5,NA,60,NA,NA,########
151,July - M072002,Andhra Pradesh,Hyderabad,NA,Industrial Area,7,17,NA,58,NA,NA,########
151,August - M082002,Andhra Pradesh,Hyderabad,NA,Industrial Area,7,15.8,NA,46,NA,NA,########
151,September - M092002,Andhra Pradesh,Hyderabad,NA,Industrial Area,8.7,18.5,NA,67,NA,NA,########
151,October - M102002,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.3,18.7,NA,76,NA,NA,########
151,November - M112002,Andhra Pradesh,Hyderabad,NA,Industrial Area,18.3,22.5,NA,82,NA,NA,########
151,December - M122002,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.3,25.8,NA,89,NA,NA,########
152,January - M012002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",19.1,42.3,NA,124,NA,NA,########
152,February - M022002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.4,34.5,NA,109,NA,NA,########
152,March - M032002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.3,41.4,NA,127,NA,NA,########
152,April - M042002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,32.1,NA,123,NA,NA,########
152,May - M052002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,30.8,NA,98,NA,NA,########
152,June - M062002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.5,33.4,NA,106,NA,NA,########
152,July - M072002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,34,NA,89,NA,NA,########
152,August - M082002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,35.6,NA,79,NA,NA,########
152,September - M092002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",10.3,48.3,NA,94,NA,NA,########
152,October - M102002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.2,44.8,NA,125,NA,NA,########
152,November - M112002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",25,49.3,NA,149,NA,NA,########
152,December - M122002,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.4,48,NA,161,NA,NA,########
202,January - M012002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2,19.7,NA,81,NA,NA,########
202,February - M022002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2,21.1,NA,114,NA,NA,########
202,March - M032002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2.7,22.4,NA,139,NA,NA,########
202,April - M042002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,3.3,13.5,NA,128,NA,NA,########
202,May - M052002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,3,9.8,NA,140,NA,NA,########
202,June - M062002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,3.5,7.5,NA,56,NA,NA,########
202,July - M072002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.6,5.2,NA,72,NA,NA,########
202,August - M082002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2.2,6.7,NA,60,NA,NA,########
202,September - M092002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2.5,5.3,NA,72,NA,NA,########
202,October - M102002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.2,17.1,NA,87,NA,NA,########
202,November - M112002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,3.3,11.2,NA,103,NA,NA,########
202,December - M122002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4,12,NA,128,NA,NA,########
203,January - M012002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2,41.8,NA,149,NA,NA,########
203,February - M022002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2,46.9,NA,130,NA,NA,########
203,March - M032002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4,31.8,NA,181,NA,NA,########
203,April - M042002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.7,31.4,NA,229,NA,NA,########
203,May - M052002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,2.8,8.8,NA,262,NA,NA,########
203,June - M062002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5,24.4,NA,191,NA,NA,########
203,July - M072002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.5,13.6,NA,108,NA,NA,########
203,August - M082002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.8,20.8,NA,114,NA,NA,########
203,September - M092002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.9,29.9,NA,135,NA,NA,########
203,October - M102002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.7,34.4,NA,139,NA,NA,########
203,November - M112002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.3,41.5,NA,162,NA,NA,########
203,December - M122002,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,6.9,36.1,NA,189,NA,NA,########
232,January - M012002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,6.5,21.7,NA,8,NA,NA,########
232,February - M022002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,6.9,27.1,NA,8,NA,NA,########
232,March - M032002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13.2,25.4,NA,8,NA,NA,########
232,April - M042002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,20.1,34.4,NA,8,NA,NA,########
232,May - M052002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,7.7,29.2,NA,17,NA,NA,########
232,June - M062002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,8.9,30.7,NA,21,NA,NA,########
232,July - M072002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13.1,19,NA,8,NA,NA,########
232,August - M082002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,4.5,17.4,NA,8,NA,NA,########
232,September - M092002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,4.4,18.8,NA,8,NA,NA,########
232,October - M102002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,2.7,25,NA,8,NA,NA,########
232,December - M122002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,6.5,24.1,NA,8,NA,NA,########
233,January - M012002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,6,25.6,NA,8,NA,NA,########
233,February - M022002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,8.1,31.2,NA,8,NA,NA,########
233,March - M032002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,13,24.4,NA,25,NA,NA,########
233,April - M042002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,16.5,29.7,NA,8,NA,NA,########
233,May - M052002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,5,24.1,NA,8,NA,NA,########
233,June - M062002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,5.8,29.8,NA,8,NA,NA,########
233,July - M072002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,5.5,13.8,NA,20,NA,NA,########
233,August - M082002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,3.6,12.6,NA,8,NA,NA,########
233,September - M092002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,2.8,18.7,NA,8,NA,NA,########
233,October - M102002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,2.4,15.4,NA,8,NA,NA,########
233,December - M122002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,4.4,13,NA,8,NA,NA,########
234,January - M012002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,5.7,24.9,NA,29,NA,NA,########
234,February - M022002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,9,32.7,NA,8,NA,NA,########
234,March - M032002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,15.2,27.5,NA,17,NA,NA,########
234,April - M042002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,18.8,31.6,NA,8,NA,NA,########
234,May - M052002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,6.7,27.4,NA,8,NA,NA,########
234,June - M062002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12.2,19.5,NA,8,NA,NA,########
234,July - M072002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,10,20.1,NA,8,NA,NA,########
234,August - M082002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,4.5,17.6,NA,15,NA,NA,########
234,September - M092002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,5,23.8,NA,8,NA,NA,########
234,October - M102002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,3.8,17.4,NA,8,NA,NA,########
234,December - M122002,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,8,23,NA,8,NA,NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,12.9,55.8,143.7,370.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,10.4,48.9,124.7,285.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,7.6,50.1,88,221.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,7.3,48.5,82.7,186.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.8,110.3,122.3,270.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.9,134.1,101.7,235,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.2,41.6,84.7,219.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.3,45.7,93.7,222.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.1,79.5,55.7,182.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.2,41.6,60.3,157.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,86.2,126.7,317,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,81.3,70.3,179.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5,80.1,144.7,305.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,11.4,80.8,153,289.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,9.8,75.8,114.7,259.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,10.1,84.2,119.3,257,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.4,64.5,100,334.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.6,47.2,94.3,270,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.9,61.1,116.7,276.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.4,44.9,121.3,438.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.7,69.8,71.3,247.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.6,59.9,87.7,253.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.4,58.4,85,221.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.6,53.1,85.3,286.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.4,69.9,89.7,351.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,48.8,63.3,229.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5,50.3,54.7,181.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.2,53.5,80.3,238.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,46.6,88.7,244.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.6,56.4,72.7,306.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.1,59.5,129,355.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.7,58.7,132.3,397,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.8,60.7,112.3,308,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.8,52.6,112,273.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6.1,64.6,92.7,334,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6,55.7,89,229.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.8,46.8,111.3,236.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,50.4,83,180.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.5,42.4,85,196.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.2,38,63,143,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,36.2,68,136.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,41.3,89,199.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.3,34.3,90.3,210.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5,24.8,70.3,211,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,24.5,67,183,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.2,29.2,53,166,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,23.3,50,149.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,26.8,67,211.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
