stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,23.1,88.7,211.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,23.3,55.7,164.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,29.8,45.3,130,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,22.7,66.7,156,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,23.6,80.3,205.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,23.6,55.3,146.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.8,22.4,32.7,97.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.8,28,84,220.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,14.1,51.7,179,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,27.9,95.7,187.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,29.3,118.3,277,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,28.7,59,133.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,29,50.7,130.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5,25.1,100.3,305.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.8,21.4,64.3,274,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.4,25.9,81,259.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,26.3,74,294.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,23.8,53,175.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,26.4,68.3,183.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,23.1,60,163.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,25.7,54,222,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,24.7,68.3,192,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.5,25.2,68.3,204.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,32.1,100.7,308,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,26.6,53.3,236,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,23.4,62,249,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,27.6,90,227,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,26.5,57,181,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.8,27.4,87.7,244.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.2,24.2,118.3,266.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,26.7,76.3,198.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,29.9,92,237.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,29,111.7,301,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,37.8,63.7,195,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,35.9,75,213,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,34,86,261.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,33.5,84,328.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,30.9,82.7,287,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,36.7,84,253,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,31.6,112,336.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,33.9,90,272.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,31.3,84.3,217.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,33.1,150,337.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.2,30.5,136.7,277.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,35.1,133.7,362.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,34.2,138,340.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,35.9,174.3,426.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,32.9,159.7,452.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,32.2,130.3,413,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
95,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,34.9,137.3,282,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,44.4,90.3,200,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,63.5,99,162.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3,47.5,107.7,224,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.7,38.2,52.3,187,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,60.7,74.7,167,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,46.2,82.7,168.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,41.8,59.7,112.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,37.2,54,163,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.2,68.7,38.3,69.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,46.6,52.3,130,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,57.5,90.3,151.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,82,49.3,135,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,71.7,72.7,175.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,73.2,101.3,219,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,59.6,83,228.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,79.8,81.3,182.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5,55.9,77.3,199,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,44.8,130.3,295.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,60.1,71.7,205.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.2,45.6,64.3,211,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,56.3,85.7,242.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,60.7,93,217.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.8,63.4,123.7,270,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,64.8,101,234,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,57.2,68.3,181.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,55.4,62.3,204.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,48.7,68.7,164,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,37.1,72.3,198.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,54.5,76,229,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.7,50.2,111.3,264.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.4,51.8,81.3,288.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,59.1,102,382,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,70.9,80,235.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,54.2,64.3,169,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.7,49.8,62.7,179.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,52.9,37.3,98,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.5,49.9,86,292,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,51.7,134,300,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,37.7,83.3,231.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,33.1,46.3,110.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,30.9,78.7,172.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,35.4,81.3,214,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,30.5,72.3,219,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.4,21.6,60,157.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,25.3,68.3,158,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,25.4,64.3,178.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.2,29.6,60.7,145,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.7,27.5,83.3,171,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,22.6,72,213.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,28.1,75.7,189.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.3,22.4,52.7,265.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,24.4,56,143.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.8,19.6,44.3,87,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,23.5,44,122.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.1,24.4,60,99.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.8,20.7,34.7,63,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,27.5,59.3,111.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.3,17.4,37,80.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.9,28.3,94.3,158,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
203,########,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4,31.7,66.7,148.7,"Uppal, Modern Foods & Industries IDA, Hyderabad",NA,########
